OBJECTID,PUIC,NAAM,DIENSTREGELPUNT_TYPE,LANDCODE,STATIONSGROOTTE,HEEFT_TANKPLAATS,HEEFT_WERKPLAATS,BLOKPUNT_INDICATIE,BEDIEND,AFKORTING,DOORKOMST_VERPLICHT,BEDIENINGSCODE,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,GELDIG_VANAF,PUBLICATIEDATUM,PPLG_PUIC,PPLG_NAAM,VLPOST_PUIC,VLPOST_NAAM,PPLG_OMSCHRIJVING,VLPOST_OMSCHRIJVING,LATITUDE,LONGITUDE,KM_GEOCODE
182,fa6cb638-c593-4fbb-84be-51055c00f18f,Woerden,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Wd,Ja,Stop-station,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"15,785566",-0.171677,"-0,171677",533,,533,533__,Woerden,ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,121111,455287,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,82c19fd9-06b8-4beb-8ddd-c847d0a68ee0,WD,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Woerden,Utrecht Centraal,52.08481179,4.89277428,15.785566
183,8476b69a-7b20-496c-8af4-e76a346543e5,Tiel Passewaaij,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Tpsw,Ja,Stop-station,Est-Gdm,Elst - Geldermalsen ,"35,700264",0.46498,"0,464980",043,,43,043__,Kesteren - Geldermalsen,ProRail,Zuid,Z,Baan,Betuwe,320,Geldermalsen,22,Strukton Rail,155265,431641,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,,Utrecht Centraal,51.87331349,5.39104996,35.700264
184,42f00ca2-caa1-4c9f-8a67-f4b5f4439f87,Veenendaal-De Klomp,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Klp,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"68,358751",0.302212,"0,302212",108,,108,108__,De Haar Aansl. - Ede=Wageningen,ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderse Vallei,29,Strukton Rail,167810,450850,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,,Utrecht Centraal,52.04581959,5.57393284,68.358751
185,9a7bad58-fa42-4e63-abf1-3ab75d80d32c,Utrecht Leidsche Rijn,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Utlr,Ja,Stop-station,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"3,300238",0.392461,"0,392461",100,,100,100__,Utrecht Centraal - Harmelen Aansl.,ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,132979,456791,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,babb6ecb-afc8-4371-b2ee-31f7979e496c,VTN,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Vleuten,Utrecht Centraal,52.09892834,5.06582369,3.300238
186,fdc13fe3-3ff2-4959-960a-3a1c9a771b2c,Utrecht Woerden Aansluiting,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Utwa,Nee,AS Aansluiting/splitsing,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"1,400228",-6.411878,"-6,411878",531,d,531,531_d,Utrecht Centraal,ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,134866,456558,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f1fb38d7-03fa-475e-8e96-4db274451285,UT,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Utrecht Centraal,Utrecht Centraal,52.0969059,5.09337631,1.400228
187,c3f8a03b-2030-4591-8c1c-382df7af14fa,Veenendaal West Overloopwissels,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Vndwo,Ja,OV Overige,Rhn-Har,Rhenen - De Haar Aansl. ,"32,374546",-0.064865,"-0,064865",109,,109,109__,Rhenen - De Haar Aansl.,ProRail,Randstad Noord,RN,Baan,Eemland,200,Maarn,16,ASSET Rail,165309,448672,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,e121398f-4a2c-429c-bf4f-f4f619b65d9a,VNDC,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Veenendaal Centrum,Utrecht Centraal,52.02629579,5.53741034,32.374546
188,3e18f8e7-86c5-435a-9fe9-a42609fc5d97,Harmelen_Vleuten aansl,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hmlva,Ja,OV Overige,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"9,574562",0.013857,"0,013857",100,,100,100__,Utrecht Centraal - Harmelen Aansl.,ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,126760,457565,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c7e72fce-eb38-4ce9-a242-f654ae8e76ad,HMLA,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Harmelen aansl.,Utrecht Centraal,52.10560284,4.97500012,9.574562
189,b775a9ef-059a-4832-80e0-05c147036e9a,Lunteren,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Ltn,Ja,Stop-station,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,"21,927806",0.075539,"0,075539",211,,211,211__,Barneveld Noord - Ede=Wageningen,ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderse Vallei,29,Strukton Rail,171249,455237,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f09963cb-b79c-4d41-a886-1bb025cd10bc,LTN,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Lunteren,Utrecht Centraal,52.08515987,5.62427156,21.927806
190,079e4c66-9e16-4188-8480-25e2e24af3df,De Haar aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Har,Ja,OA Overloop-aansluiting,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"61,159679",-0.107155,"-0,107155",562,b,562,562_b,De Haar Aansl.,ProRail,Randstad Noord,RN,Baan,Eemland,200,Maarn,16,ASSET Rail,160668,451481,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,4d29bbf3-0204-4845-9624-8b6d398dfb37,HAR,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,De Haar aansl.,Utrecht Centraal,52.05161041,5.46983527,61.159679
191,931890d9-02e1-4622-ae09-7217ace413e1,Utrecht Lunetten,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Utln,Ja,Stop-station,Ut-Btl,Utrecht Centraal - Boxtel ,"3,253485",-0.234155,"-0,234155",547,a,547,547_a,Lunetten Aansl.,ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Utrecht,13,ASSET Rail,138209,453267,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,,Utrecht Centraal,52.06743786,5.14232383,3.253485
192,8746905f-6b5d-4e22-b3bf-259427a6bf3e,Gouda Goverwelle,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Gdg,Ja,Stop-station,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"29,700100",-0.01112,"-0,011120",105,,105,105__,Woerden - Gouda,ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Rijn en Gouwe,81,BAM Rail,110642,447611,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,7f8712dd-1e93-4e5d-ae52-3c83774f2c56,GDG,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Gouda Goverwelle,Utrecht Centraal,52.0150832,4.74103964,29.7001
193,21d1071a-4bd2-4487-9d52-db8e407a5871,Gouwebrug - bij Gouda,Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Gwbr,Ja,BR Beweegbare brug,Gd-Apn,Gouda - Alphen a/d Rijn ,"1,720352",0.052391,"0,052391",106,,106,106__,Gouda - Moordrecht Aansl. Noord,ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Rijn en Gouwe,81,BAM Rail,106560,448070,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3431b9be-2237-4532-8a71-259fef8c1d54,GD,2c573be2-1b65-48a2-9bc5-aa03903c4d07,UT,Gouda,Utrecht Centraal,52.01886715,4.68151566,1.720352
194,bdf44ec5-c564-4a16-af6c-638a98ffa44c,Leiden goed.,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Ld,Ja,Goederen emplacement,Wd-Ledn,Woerden - Leiden Centraal ,"31,100300",-0.22085,"-0,220850",103,,103,103__,Alphen a/d Rijn - Leiden Centraal,ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92847,463530,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,04ba1270-fdcd-4595-a73b-e3edeb059ed0,LEDN,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Leiden Centraal,Den Haag HS,52.15644111,4.47894535,31.1003
195,363a828b-91dc-4eef-81fc-e14f2f113108,Leidschendam,Goederen Emplacement,Nederland,Onbekend,Ja,Ja,Nee,Ja,Ldd,Nee,Goederen emplacement,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,"17,000181",0.256078,"0,256078",143,,143,143__,Leidschenveen - Leidschendam Lijnwerkplaats,ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,87177,453559,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,4faa56bc-ef04-460f-8f39-87c74020a194,LDD,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Leidschendam,Den Haag HS,52.06616556,4.39808473,17.000181
196,e0e01434-3c47-402f-8d0c-cd810fcecb5d,Rijswijk,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Rsw,Ja,Stop-station,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"65,151353",0.079571,"0,079571",112,,112,112__,Den Haag HS - Schiedam Centrum,ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,81843,450545,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,,Den Haag HS,52.03840059,4.32095267,65.151353
197,0de06f14-2ddc-42f0-b181-42a5fa85c159,Den Haag Mariahoeve,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Gvm,Ja,Stop-station,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"57,075017",-0.11055,"-0,110550",563,,563,563__,Den Haag Mariahoeve,ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,85279,456336,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,b4f1047b-a6fb-403b-96fa-fc271a563f49,GVM,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Den Haag Mariahoeve,Den Haag HS,52.09088666,4.36984139,57.075017
198,c95209a1-9805-4824-8489-4a8ae478c95c,Lansingerland-Zoetermeer,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Llzm,Ja,Stop-station,Gd-Gvc,Gouda - Den Haag Centraal ,"10,949606",0.259783,"0,259783",107,,107,107__,Moordrecht Aansl. - Den Haag Binckhorst,ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,95412,450656,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,,Den Haag HS,52.04102251,4.5186744,10.949606
199,bb4d0d77-2a14-4fbc-add1-41ff1e130886,Sassenheim,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Ssh,Ja,Stop-station,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"34,699453",0.315472,"0,315472",133,a,133,133_a,Amsterdam Riekerpolder - Warmond,ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,95573,470051,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,,Den Haag HS,52.21534547,4.51763413,34.699453
200,ebaba4a8-749f-4523-bc66-90a04195206d,Den Haag Laan van NOI,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Laa,Ja,Stop-station,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"59,355020",24.97202,"24,972020",561,,561,561__,Den Haag Laan van NOI,ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83404,455031,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,efb9180d-9a70-492e-90b8-0d6a6b484f9c,LAA,bde0944a-d3df-446d-85b1-60b8789b4eb1,GV,Laan van NOI (Den Haag ),Den Haag HS,52.07891953,4.34275985,59.35502
201,cbcc8207-f56b-464f-8501-e7954a4cda59,"Hoendiep, brug o/h - bij Groningen",Brug,Nederland,Onbekend,Nee,Nee,Nee,Nee,Hdp,Ja,BR Beweegbare brug,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"75,415534",-0.138231,"-0,138231",002,,2,002__,Leeuwarden - Groningen,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,228640,581266,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,53.21294867,6.48953307,75.415534
202,79ae7c00-d789-41ee-9706-a80971326a37,Groningen,Station,Nederland,Groot,Ja,Nee,Ja,Ja,Gn,Ja,IC Intercity-station,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"80,425713",0.461494,"0,461494",501,,501,501__,Groningen,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,233634,581088,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,bf29d4dc-3dec-4be6-94ab-d591f4cce41f,GN,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen,Groningen,53.21063987,6.56423033,80.425713
203,c6e45dd0-7402-48bd-8b10-1fbd31631cea,Delfzijl West,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Dzw,Ja,Stop-station,Gn-Dz,Groningen - Delfzijl ,"36,726607",-0.185652,"-0,185652",201,,201,201__,Sauwerd - Delfzijl,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,256259,595023,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,53.3320159,6.90718859,36.726607
204,bbd0023f-d3e9-4c19-b269-c85f3e5919bc,Stadskanaal Hoofdstation,Station,Nederland,Onbekend,Nee,Nee,Nee,Nee,Skn,Nee,Stop-station,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,"0,049725",-0.08237,"-0,082370",463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,Derden - Overig - STAR,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,258969,557669,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,52.99594442,6.93580572,0.049725
205,2dbd1d8e-6bad-481b-b864-e1defbdd08e5,Nieuw Buinen,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Nbn,Nee,Goederen emplacement,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,"4,799931",-0.227092,"-0,227092",463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,Derden - Overig - STAR,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,261695,553818,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,52.9608164,6.97513224,4.799931
206,5b98486e-60e5-4b8d-8ea4-caa44ba7ef82,Zuidbroek,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Zb,Ja,Stop-station,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"102,160290",0.328451,"0,328451",653,a,653,653_a,Zuidbroek,ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,254032,575759,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,3673f0dd-73ea-4c7e-9775-24eb37c48bfe,ZB,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Zuidbroek,Groningen,53.15938564,6.86782636,102.16029
207,cb2317e0-3d03-4cbd-8615-0b9a74cd2c80,Wildervankkanaalbrug,Brug,Nederland,Onbekend,Nee,Nee,Nee,Nee,Wdvb,Ja,BR Beweegbare brug,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"103,875713",0.019631,"0,019631",005,,5,005__,Zuidbroek - Nieuweschans Grens,ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,255755,575961,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,53.16087942,6.8936413,103.875713
208,dde548eb-6778-4f46-9dbc-8bb6b759b7ce,Scheemda,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Sda,Ja,Stop-station,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"109,727389",-0.212231,"-0,212231",005,,5,005__,Zuidbroek - Nieuweschans Grens,ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,261378,576591,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,234b1069-111e-4fb0-8ee5-d4af952d029c,SDA,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Scheemda,Groningen,53.16545329,6.97789054,109.727389
209,eec52827-35b4-49ce-a8a5-2bf9f61ca755,Buitenpost,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Bp,Ja,Stop-station,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"51,041521",0.35953,"0,359530",002,,2,002__,Leeuwarden - Groningen,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,205643,585804,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f42c7206-dea7-4971-a43c-1b8477719f07,BP,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Buitenpost,Groningen,53.25639006,6.14603925,51.041521
210,18986ef9-17c2-4f75-9960-7d4bcfdf5087,"Rensel, brug o/d - tussen Winschoten en Nieuweschans",Brug,Nederland,Onbekend,Nee,Nee,Nee,Nee,Rsl,Ja,BR Beweegbare brug,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"117,277157",0.06832,"0,068320",005,,5,005__,Zuidbroek - Nieuweschans Grens,ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,267756,574469,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,53.1450896,7.07248118,117.277157
211,f82d2cb4-f92b-4b4f-889d-978081243bfa,Bad Nieuweschans,Station,Nederland,Klein,Nee,Nee,Ja,Ja,Nsch,Ja,Stop-station,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"126,760492",-0.070301,"-0,070301",005,,5,005__,Zuidbroek - Nieuweschans Grens,ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,276075,579016,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8541d771-aad5-4c85-a2a9-150d0a64330e,NSCH,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Nieuweschans,Groningen,53.18411879,7.19846878,126.760492
212,a9127aa1-108c-4b7c-8c9e-261f249a952a,Roodeschool Aardgascondensaat verlaadstation,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Rdac,Nee,Goederen emplacement,Swd-Rd,Sauwerd - Roodeschool ,"26,763615",0.15592,"0,155920",200,,200,200__,Winsum - Roodeschool,Strukton Rail Short Line,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,246199,604440,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f7c9e885-d28d-4545-9830-f56a0028b1ca,RD,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Roodeschool,Groningen,53.4184212,6.75891926,26.763615
213,a6f76871-728e-40ab-83a2-b969b05ad3bf,Onnen,Goederen Emplacement,Nederland,Onbekend,Nee,Ja,Ja,Ja,On,Ja,Goederen emplacement,Mp-Gn,Meppel - Groningen ,"69,279704",0.023297,"0,023297",011,,11,011__,Assen - Haren,ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,237976,575460,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,415a5915-5031-42fc-88f9-b5ef2674b768,ONN,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Onnen Noord,Groningen,53.15942354,6.62775764,69.279704
214,96b53a29-5136-4461-8269-c44d312903b2,Loppersum,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Lp,Ja,Stop-station,Gn-Dz,Groningen - Delfzijl ,"25,932511",-0.276835,"-0,276835",201,,201,201__,Sauwerd - Delfzijl,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,245609,595119,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,403619de-c6e0-4b4f-a99e-1133fbfcf4e0,LP,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Loppersum,Groningen,53.33479246,6.74739785,25.932511
215,57a07552-364c-4262-952f-39f3a9546760,Koudum-Molkwerum,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Kmw,Ja,Stop-station,Lw-Stv,Leeuwarden - Stavoren ,"46,014601",0.389578,"0,389578",008,,8,008__,Leeuwarden - Stavoren,ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,156591,546182,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,52.90274601,5.41085286,46.014601
216,717fc038-d288-416f-8a6b-d92620063153,Groningen Vork opstelterrein Noord,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Gnvon,Nee,Goederen emplacement,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"84,795599",84.858442,"84,858442",003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,237376,579014,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,da0ace23-ce45-4c12-8182-20e593cf38fe,GNL,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen Losplaats,Groningen,53.19144505,6.61969828,84.795599
217,dc964307-6230-40e4-b8e7-2d37ed643cba,Warffum,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Wfm,Ja,Stop-station,Swd-Rd,Sauwerd - Roodeschool ,"12,849461",0.127575,"0,127575",200,,200,200__,Winsum - Roodeschool,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,233468,601054,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,fddb1db0-c279-48e0-9b30-4b2c37373145,WFM,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Warffum,Groningen,53.39003275,6.56664273,12.849461
218,ed00ed5b-1a2e-4d54-abd5-89f19b745a7e,Groningen Losplaats,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Gnl,Nee,OA Overloop-aansluiting,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"82,824424",-0.101382,"-0,101382",552,b,552,552_b,Groningen Losplaats,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,235665,580002,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,da0ace23-ce45-4c12-8182-20e593cf38fe,GNL,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen Losplaats,Groningen,53.20058142,6.59435207,82.824424
219,b2e855d7-cc8d-40e7-8305-53b78f3e2231,Eemshaven Industrie Aansl,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Eemia,Nee,AS Aansluiting/splitsing,Rda-Eem,Rodeschool Aansl. - Eemshaven ,"4,840782",0.117666,"0,117666",815,a,815,815_a,Roodeschool Eemshaven,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,248450,607963,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,4f57347d-1fa4-4453-8e19-85c5a4b8fc10,EEMIA,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Eemshaven Industrie Aansl,Groningen,53.44967644,6.79380232,4.840782
220,aaf6fd37-4c40-400e-8e43-c813216dda26,Sneek Noord,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Sknd,Ja,Stop-station,Lw-Stv,Leeuwarden - Stavoren ,"20,600276",-0.418984,"-0,418984",008,,8,008__,Leeuwarden - Stavoren,ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,173475,561482,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a1594df5-b7c0-4e7a-a11f-f2e1a78a22a7,SKND,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Sneek Noord,Groningen,53.03992064,5.66265269,20.600276
221,982f8dfe-28e8-456e-bc95-9ec32897b164,'s-Hertogenbosch Diezebrug aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Htda,Ja,OA Overloop-aansluiting,Ut-Btl,Utrecht Centraal - Boxtel ,"46,864277",-6.293597,"-6,293597",614,c,614,614_c,s Hertogenbosch,ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,148841,412313,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a505cd4d-1f73-48f5-97d0-6f244b1baff1,HT,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,'s-Hertogenbosch,Eindhoven,51.69955194,5.29811052,46.864277
222,aac6fcf8-52b7-4812-b444-5c91e17b054e,Eindhoven Centraal,Station,Nederland,Groot,Nee,Nee,Ja,Ja,Ehv,Ja,IC Intercity-station,Vl-Ehv,Venlo - Eindhoven ,"51,569657",-0.041171,"-0,041171",618,b,618,618_b,Eindhoven,ProRail,Zuid,Z,Baan,De Peel,300,Eindhoven,24,ASSET Rail,161440,383771,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a221b8fc-37b8-4f98-91c7-77d86f5f02b2,EHV,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven,Eindhoven,51.44299644,5.47983018,51.569657
223,b8947ade-87b4-4bd9-90e6-aa99195a686c,Eindhoven Stadion,Evenementen Halte,Nederland,Klein,Nee,Nee,Nee,Ja,Ehst,Nee,Stop-station,Bd-Ehv,Breda - Eindhoven ,"58,149949",0.460205,"0,460205",618,c,618,618_c,Eindhoven,ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,160681,383730,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a221b8fc-37b8-4f98-91c7-77d86f5f02b2,EHV,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven,Eindhoven,51.44263608,5.46891233,58.149949
